origin,destination,weight,distance,carrier,season,weather_score,traffic_score,is_delayed,delay_days
Jaipur,Mumbai,1504,800,FedEx,Summer,2,10,0,0
Lucknow,Hyderabad,3894,800,BlueDart,Summer,10,2,0,0
Pune,Lucknow,4633,800,DTDC,Winter,7,10,0,0
Ahmedabad,Mumbai,2553,800,DHL,Autumn,10,7,1,4
Ahmedabad,Kolkata,4136,800,DHL,Monsoon,3,1,0,0
Hyderabad,Lucknow,4267,800,DTDC,Monsoon,8,2,0,0
Kolkata,Lucknow,1851,800,DTDC,Summer,2,3,0,0
Chennai,Mumbai,4810,800,FedEx,Summer,7,4,0,0
Bangalore,Jaipur,731,800,Delhivery,Summer,3,5,0,0
Bangalore,Mumbai,1411,800,FedEx,Autumn,9,4,0,0
Hyderabad,Jaipur,455,800,Delhivery,Summer,7,10,0,0
Chennai,Mumbai,2801,800,DHL,Summer,9,3,1,3
Hyderabad,Kolkata,4532,800,Delhivery,Summer,2,1,1,2
Bangalore,Jaipur,3777,800,FedEx,Winter,6,7,0,0
Chennai,Ahmedabad,2561,800,DTDC,Monsoon,5,10,1,5
Jaipur,Lucknow,1977,800,Delhivery,Monsoon,2,6,1,4
Kolkata,Mumbai,3898,800,FedEx,Winter,4,2,1,2
Ahmedabad,Lucknow,4826,800,DHL,Autumn,4,2,0,0
Lucknow,Mumbai,2741,800,Delhivery,Autumn,8,3,1,3
Delhi,Chennai,2639,800,DHL,Autumn,7,8,0,0
Kolkata,Mumbai,1974,800,DHL,Winter,5,8,0,0
Jaipur,Bangalore,1067,800,BlueDart,Monsoon,9,10,1,5
Bangalore,Delhi,4841,800,Delhivery,Monsoon,1,10,1,4
Jaipur,Delhi,767,800,FedEx,Summer,4,10,0,0
Hyderabad,Lucknow,1805,800,Delhivery,Monsoon,5,10,1,5
Chennai,Jaipur,1653,800,Delhivery,Autumn,8,8,0,0
Ahmedabad,Mumbai,4859,800,DHL,Autumn,3,7,1,2
Pune,Chennai,33,800,DHL,Summer,5,2,0,0
Hyderabad,Mumbai,1249,800,DHL,Summer,3,1,0,0
Kolkata,Mumbai,4160,800,DHL,Monsoon,7,6,0,0
Hyderabad,Chennai,3107,800,FedEx,Summer,10,8,0,0
Kolkata,Delhi,1314,1500,DTDC,Summer,3,1,0,0
Pune,Bangalore,2552,800,BlueDart,Winter,7,3,0,0
Mumbai,Lucknow,3722,800,DHL,Monsoon,2,1,0,0
Ahmedabad,Delhi,3965,800,DHL,Autumn,7,10,0,0
Lucknow,Chennai,4539,800,BlueDart,Winter,9,9,0,0
Lucknow,Mumbai,4313,800,DHL,Autumn,5,7,0,0
Delhi,Bangalore,4238,800,DTDC,Summer,6,8,1,4
Jaipur,Kolkata,1315,800,Delhivery,Summer,10,9,1,5
Mumbai,Delhi,4474,800,BlueDart,Autumn,3,3,1,2
Lucknow,Ahmedabad,3184,800,FedEx,Winter,10,10,1,4
Hyderabad,Chennai,3638,800,BlueDart,Winter,5,2,0,0
Jaipur,Hyderabad,791,800,DTDC,Winter,5,6,1,3
Mumbai,Jaipur,576,800,FedEx,Summer,3,5,0,0
Chennai,Ahmedabad,4632,800,Delhivery,Monsoon,8,4,0,0
Chennai,Delhi,4142,800,DHL,Summer,6,6,0,0
Jaipur,Mumbai,4283,800,BlueDart,Autumn,3,6,0,0
Kolkata,Jaipur,648,800,FedEx,Winter,1,3,1,1
Kolkata,Jaipur,3710,800,BlueDart,Monsoon,10,2,0,0
Hyderabad,Lucknow,4177,800,Delhivery,Winter,1,9,1,3
Mumbai,Ahmedabad,2409,800,BlueDart,Summer,10,8,0,0
Mumbai,Delhi,2680,800,FedEx,Monsoon,2,4,1,3
Jaipur,Lucknow,1182,800,DTDC,Monsoon,10,6,1,5
Bangalore,Chennai,1730,350,FedEx,Summer,5,3,0,0
Chennai,Ahmedabad,114,800,BlueDart,Winter,7,8,0,0
Mumbai,Lucknow,1692,800,Delhivery,Winter,1,3,0,0
Jaipur,Bangalore,4326,800,DHL,Winter,1,2,0,0
Pune,Kolkata,1859,800,DHL,Summer,4,7,0,0
Delhi,Hyderabad,872,800,Delhivery,Autumn,10,3,1,4
Pune,Ahmedabad,3455,800,BlueDart,Autumn,6,9,0,0
Ahmedabad,Chennai,2575,800,Delhivery,Winter,9,3,0,0
Hyderabad,Chennai,308,800,BlueDart,Monsoon,1,8,0,0
Mumbai,Pune,2918,800,FedEx,Autumn,10,2,0,0
Ahmedabad,Lucknow,4147,800,DTDC,Winter,5,9,0,0
Lucknow,Chennai,780,800,BlueDart,Autumn,9,1,0,0
Ahmedabad,Chennai,2549,800,DHL,Winter,8,3,1,3
Jaipur,Hyderabad,1472,800,DHL,Autumn,7,2,0,0
Mumbai,Ahmedabad,3864,800,DTDC,Autumn,10,7,0,0
Delhi,Pune,3128,800,BlueDart,Monsoon,2,5,1,3
Jaipur,Mumbai,2142,800,DTDC,Monsoon,9,8,1,5
Jaipur,Bangalore,1719,800,FedEx,Autumn,8,2,0,0
Hyderabad,Lucknow,1000,800,DTDC,Winter,10,8,1,4
Hyderabad,Ahmedabad,720,800,FedEx,Monsoon,10,7,0,0
Chennai,Ahmedabad,4314,800,DHL,Summer,9,5,1,3
Chennai,Hyderabad,48,800,FedEx,Monsoon,9,2,0,0
Kolkata,Bangalore,1285,1900,BlueDart,Autumn,9,10,1,5
Bangalore,Hyderabad,4867,800,BlueDart,Autumn,3,7,1,2
Mumbai,Delhi,1446,800,BlueDart,Summer,7,10,0,0
Mumbai,Chennai,3003,800,BlueDart,Monsoon,1,4,0,0
Ahmedabad,Chennai,1479,800,Delhivery,Autumn,9,4,1,4
Mumbai,Hyderabad,2109,800,FedEx,Summer,9,8,1,4
Mumbai,Lucknow,383,800,BlueDart,Summer,3,6,0,0
Bangalore,Kolkata,4261,1900,DTDC,Winter,5,9,1,4
Lucknow,Bangalore,4035,800,DTDC,Monsoon,8,2,1,4
Chennai,Mumbai,1123,800,Delhivery,Monsoon,6,5,1,4
Chennai,Ahmedabad,2736,800,FedEx,Monsoon,10,6,1,5
Delhi,Pune,2408,800,FedEx,Autumn,10,8,1,4
Mumbai,Jaipur,3244,800,FedEx,Summer,9,4,0,0
Bangalore,Mumbai,1275,800,Delhivery,Winter,3,7,1,3
Chennai,Kolkata,3133,1660,FedEx,Monsoon,7,7,1,5
Bangalore,Hyderabad,663,800,FedEx,Winter,6,4,0,0
Pune,Delhi,4168,800,BlueDart,Winter,5,1,1,2
Lucknow,Mumbai,518,800,FedEx,Summer,4,3,1,2
Mumbai,Jaipur,2349,800,BlueDart,Monsoon,5,2,1,3
Delhi,Ahmedabad,3172,800,BlueDart,Winter,4,3,0,0
Ahmedabad,Kolkata,1697,800,FedEx,Monsoon,3,5,0,0
Chennai,Lucknow,1398,800,DTDC,Monsoon,7,1,1,4
Pune,Delhi,2207,800,DHL,Monsoon,6,5,0,0
Bangalore,Jaipur,3921,800,DTDC,Winter,4,2,0,0
Hyderabad,Lucknow,2938,800,FedEx,Summer,9,4,0,0
Jaipur,Mumbai,4809,800,FedEx,Summer,1,6,1,2
Mumbai,Pune,525,800,DTDC,Winter,1,9,1,3
Mumbai,Jaipur,3668,800,FedEx,Autumn,9,10,1,4
Pune,Bangalore,1843,800,BlueDart,Monsoon,7,6,1,4
Bangalore,Kolkata,39,1900,Delhivery,Monsoon,2,10,1,5
Kolkata,Bangalore,3224,1900,FedEx,Summer,10,2,0,0
Mumbai,Pune,335,800,FedEx,Winter,5,8,0,0
Kolkata,Lucknow,3776,800,DTDC,Winter,4,5,1,3
Hyderabad,Bangalore,4121,800,BlueDart,Autumn,1,9,0,0
Pune,Hyderabad,120,800,DTDC,Autumn,9,10,1,4
Bangalore,Jaipur,116,800,DTDC,Summer,6,9,1,4
Bangalore,Ahmedabad,2436,800,FedEx,Autumn,6,4,0,0
Lucknow,Delhi,4388,800,BlueDart,Autumn,4,1,0,0
Jaipur,Ahmedabad,4374,800,FedEx,Winter,2,9,1,3
Chennai,Delhi,2541,800,FedEx,Winter,8,9,1,4
Chennai,Delhi,3154,800,FedEx,Autumn,8,8,1,4
Ahmedabad,Delhi,4703,800,FedEx,Summer,3,5,1,2
Delhi,Mumbai,808,800,Delhivery,Autumn,7,5,0,0
Pune,Mumbai,2447,800,DHL,Summer,7,10,1,4
Hyderabad,Pune,2021,800,BlueDart,Autumn,5,6,0,0
Bangalore,Hyderabad,435,800,Delhivery,Winter,5,1,0,0
Jaipur,Bangalore,3054,800,DHL,Winter,8,9,1,4
Kolkata,Mumbai,3298,800,DHL,Summer,4,5,1,2
Pune,Hyderabad,2924,800,DHL,Autumn,1,7,0,0
Ahmedabad,Mumbai,1249,800,Delhivery,Autumn,1,8,1,3
Pune,Lucknow,3401,800,BlueDart,Summer,9,5,0,0
Ahmedabad,Delhi,4223,800,DTDC,Autumn,4,3,1,2
Bangalore,Mumbai,4007,800,DHL,Monsoon,1,6,1,3
Delhi,Pune,3016,800,DTDC,Winter,2,7,1,3
Ahmedabad,Hyderabad,3049,800,DTDC,Winter,10,4,1,4
Bangalore,Ahmedabad,608,800,FedEx,Summer,7,9,0,0
Bangalore,Hyderabad,2097,800,DTDC,Autumn,2,4,0,0
Delhi,Kolkata,1194,1500,FedEx,Summer,1,10,1,3
Chennai,Kolkata,2760,1660,BlueDart,Monsoon,10,2,1,5
Pune,Bangalore,2594,800,BlueDart,Autumn,9,9,1,4
Mumbai,Jaipur,4769,800,FedEx,Monsoon,5,4,1,4
Mumbai,Pune,3523,800,BlueDart,Summer,4,4,0,0
Kolkata,Lucknow,4755,800,DHL,Winter,4,10,0,0
Kolkata,Mumbai,4064,800,BlueDart,Monsoon,1,1,1,2
Mumbai,Pune,4393,800,FedEx,Autumn,3,2,0,0
Hyderabad,Chennai,3946,800,DHL,Summer,1,3,0,0
Mumbai,Pune,1709,800,DTDC,Summer,5,7,1,3
Kolkata,Mumbai,4517,800,DTDC,Summer,5,9,0,0
Jaipur,Kolkata,2585,800,DTDC,Winter,9,5,1,4
Kolkata,Bangalore,145,1900,FedEx,Summer,8,4,0,0
Hyderabad,Kolkata,2035,800,DTDC,Summer,5,2,0,0
Pune,Chennai,3545,800,BlueDart,Winter,5,7,1,3
Mumbai,Bangalore,4864,800,DTDC,Summer,7,6,0,0
Delhi,Kolkata,2900,1500,Delhivery,Summer,2,7,0,0
Jaipur,Bangalore,2767,800,Delhivery,Monsoon,7,8,0,0
Bangalore,Mumbai,3783,800,DTDC,Summer,1,9,1,3
Hyderabad,Jaipur,390,800,DTDC,Winter,5,10,0,0
Kolkata,Hyderabad,1538,800,Delhivery,Monsoon,6,5,1,4
Delhi,Kolkata,4911,1500,DTDC,Summer,10,5,0,0
Ahmedabad,Kolkata,4581,800,DHL,Winter,1,4,0,0
Chennai,Kolkata,3638,1660,Delhivery,Autumn,9,3,1,4
Mumbai,Chennai,858,800,FedEx,Summer,9,7,1,4
Chennai,Hyderabad,4137,800,Delhivery,Autumn,1,5,0,0
Hyderabad,Chennai,1937,800,BlueDart,Monsoon,4,7,0,0
Ahmedabad,Mumbai,2175,800,DHL,Winter,8,2,0,0
Ahmedabad,Bangalore,4296,800,FedEx,Monsoon,2,9,1,4
Ahmedabad,Jaipur,2131,800,DTDC,Autumn,8,9,0,0
Bangalore,Pune,4728,800,BlueDart,Autumn,10,9,0,0
Hyderabad,Delhi,2928,800,BlueDart,Autumn,9,5,0,0
Pune,Mumbai,4691,800,DHL,Winter,9,10,0,0
Chennai,Bangalore,482,350,FedEx,Autumn,1,9,1,2
Pune,Kolkata,1797,800,BlueDart,Autumn,9,1,0,0
Delhi,Mumbai,123,800,FedEx,Winter,4,2,0,0
Lucknow,Bangalore,1346,800,FedEx,Autumn,8,10,1,4
Jaipur,Bangalore,348,800,BlueDart,Summer,9,5,1,3
Jaipur,Kolkata,2295,800,FedEx,Autumn,3,5,0,0
Pune,Bangalore,1206,800,DHL,Winter,6,6,1,3
Lucknow,Jaipur,88,800,BlueDart,Autumn,3,8,1,3
Lucknow,Mumbai,4569,800,DHL,Winter,1,1,0,0
Mumbai,Kolkata,2662,800,DHL,Autumn,10,10,1,4
Delhi,Kolkata,4667,1500,FedEx,Summer,6,9,1,4
Hyderabad,Mumbai,4390,800,FedEx,Winter,5,4,0,0
Lucknow,Delhi,4328,800,BlueDart,Winter,3,8,1,3
Kolkata,Mumbai,2650,800,DTDC,Winter,4,5,0,0
Jaipur,Hyderabad,1266,800,BlueDart,Winter,2,1,0,0
Kolkata,Bangalore,837,1900,DHL,Autumn,10,9,0,0
Delhi,Pune,2728,800,FedEx,Autumn,10,8,1,4
Lucknow,Kolkata,4933,800,DHL,Summer,4,5,1,2
Chennai,Lucknow,2820,800,Delhivery,Summer,4,4,0,0
Jaipur,Ahmedabad,3395,800,Delhivery,Autumn,3,8,1,3
Mumbai,Kolkata,1975,800,DHL,Monsoon,6,9,0,0
Mumbai,Hyderabad,2437,800,DTDC,Winter,1,7,0,0
Ahmedabad,Kolkata,2851,800,DTDC,Autumn,9,4,0,0
Bangalore,Hyderabad,623,800,BlueDart,Summer,10,7,1,4
Lucknow,Jaipur,572,800,BlueDart,Winter,3,6,0,0
Delhi,Chennai,4836,800,BlueDart,Summer,3,3,0,0
Jaipur,Hyderabad,4362,800,FedEx,Monsoon,3,10,1,4
Bangalore,Jaipur,194,800,DTDC,Winter,7,3,1,3
Delhi,Lucknow,2202,800,DHL,Monsoon,8,1,0,0
Pune,Ahmedabad,4075,800,Delhivery,Monsoon,2,5,0,0
Lucknow,Bangalore,255,800,DTDC,Monsoon,1,8,1,4
Hyderabad,Mumbai,4096,800,DTDC,Autumn,5,6,0,0
Hyderabad,Chennai,2244,800,DTDC,Summer,8,8,0,0
Lucknow,Hyderabad,875,800,BlueDart,Winter,3,7,0,0
Ahmedabad,Bangalore,2097,800,FedEx,Autumn,6,2,0,0
Ahmedabad,Mumbai,610,800,DHL,Summer,3,8,1,3
Hyderabad,Ahmedabad,3043,800,BlueDart,Autumn,6,4,0,0
Chennai,Mumbai,2066,800,FedEx,Summer,4,5,0,0
Jaipur,Lucknow,2141,800,DTDC,Winter,7,8,1,4
Hyderabad,Mumbai,542,800,FedEx,Winter,10,5,0,0
Chennai,Ahmedabad,2052,800,BlueDart,Winter,1,5,1,2
Bangalore,Mumbai,367,800,DTDC,Winter,1,6,0,0
Chennai,Pune,387,800,BlueDart,Summer,5,7,1,3
Bangalore,Chennai,2229,350,DHL,Autumn,9,9,0,0
Delhi,Ahmedabad,4498,800,DTDC,Winter,5,7,0,0
Kolkata,Pune,4807,800,FedEx,Winter,4,6,0,0
Delhi,Mumbai,3317,800,BlueDart,Winter,8,10,1,4
Hyderabad,Mumbai,2606,800,Delhivery,Monsoon,5,4,0,0
Bangalore,Hyderabad,793,800,FedEx,Winter,1,10,1,2
Hyderabad,Ahmedabad,2389,800,FedEx,Winter,7,2,1,3
Lucknow,Jaipur,3613,800,DTDC,Summer,4,9,1,3
Jaipur,Mumbai,992,800,FedEx,Monsoon,10,10,0,0
Mumbai,Kolkata,3952,800,BlueDart,Summer,5,5,0,0
Hyderabad,Jaipur,2600,800,Delhivery,Autumn,6,5,0,0
Jaipur,Lucknow,1052,800,DHL,Monsoon,7,3,0,0
Chennai,Bangalore,2548,350,Delhivery,Summer,2,3,0,0
Delhi,Bangalore,871,800,BlueDart,Summer,1,1,1,1
Chennai,Kolkata,1886,1660,DTDC,Autumn,3,5,0,0
Mumbai,Bangalore,1845,800,BlueDart,Autumn,10,3,1,3
Bangalore,Mumbai,4218,800,FedEx,Winter,1,2,0,0
Lucknow,Bangalore,3536,800,DTDC,Winter,4,9,0,0
Jaipur,Ahmedabad,1695,800,DHL,Monsoon,6,10,0,0
Lucknow,Mumbai,3411,800,DHL,Monsoon,5,6,0,0
Kolkata,Delhi,1632,1500,BlueDart,Autumn,4,3,0,0
Hyderabad,Mumbai,4967,800,FedEx,Monsoon,7,7,1,4
Bangalore,Jaipur,2667,800,DHL,Winter,6,9,1,3
Kolkata,Hyderabad,1942,800,Delhivery,Autumn,3,9,1,3
Pune,Jaipur,517,800,DTDC,Summer,9,1,0,0
Hyderabad,Bangalore,4571,800,Delhivery,Autumn,5,2,0,0
Chennai,Pune,3488,800,DHL,Monsoon,10,8,0,0
Delhi,Jaipur,2666,800,DHL,Winter,1,1,0,0
Jaipur,Hyderabad,1131,800,BlueDart,Winter,6,3,0,0
Mumbai,Pune,299,800,BlueDart,Summer,5,7,0,0
Mumbai,Bangalore,2839,800,DTDC,Summer,10,8,1,4
Chennai,Jaipur,2219,800,BlueDart,Autumn,8,5,1,3
Ahmedabad,Kolkata,4822,800,FedEx,Winter,4,2,0,0
Mumbai,Pune,1410,800,DTDC,Summer,1,3,1,2
Jaipur,Mumbai,576,800,FedEx,Summer,2,9,1,3
Chennai,Hyderabad,1483,800,BlueDart,Autumn,8,10,0,0
Bangalore,Mumbai,1997,800,DTDC,Autumn,10,7,0,0
Mumbai,Jaipur,3797,800,DHL,Winter,8,1,0,0
Lucknow,Chennai,3875,800,Delhivery,Monsoon,5,3,1,4
Chennai,Kolkata,3270,1660,DHL,Monsoon,6,9,0,0
Jaipur,Delhi,3557,800,FedEx,Winter,2,7,0,0
Lucknow,Kolkata,3261,800,DHL,Monsoon,9,2,0,0
Hyderabad,Mumbai,1726,800,DHL,Winter,6,6,1,3
Hyderabad,Lucknow,1022,800,Delhivery,Winter,9,9,0,0
Mumbai,Hyderabad,1320,800,Delhivery,Summer,10,4,0,0
Lucknow,Hyderabad,4580,800,DHL,Monsoon,3,10,0,0
Delhi,Bangalore,627,800,Delhivery,Winter,6,2,1,3
Hyderabad,Mumbai,4746,800,DHL,Monsoon,10,3,0,0
Delhi,Kolkata,4267,1500,DTDC,Monsoon,5,7,0,0
Bangalore,Pune,1992,800,DHL,Autumn,9,4,0,0
Chennai,Ahmedabad,2238,800,BlueDart,Monsoon,10,7,1,5
Kolkata,Mumbai,4830,800,Delhivery,Winter,1,5,0,0
Jaipur,Mumbai,478,800,Delhivery,Summer,9,8,1,4
Chennai,Jaipur,4126,800,FedEx,Monsoon,5,8,0,0
Jaipur,Chennai,4365,800,FedEx,Winter,1,5,0,0
Lucknow,Kolkata,1149,800,BlueDart,Autumn,10,7,1,4
Bangalore,Pune,1446,800,Delhivery,Monsoon,8,6,0,0
Pune,Jaipur,546,800,Delhivery,Summer,7,8,0,0
Mumbai,Pune,961,800,FedEx,Monsoon,6,9,1,4
Jaipur,Delhi,2823,800,FedEx,Winter,2,5,0,0
Jaipur,Chennai,3016,800,DHL,Monsoon,5,7,1,4
Lucknow,Mumbai,4004,800,Delhivery,Monsoon,3,1,0,0
Delhi,Lucknow,1850,800,Delhivery,Autumn,2,8,1,3
Chennai,Bangalore,860,350,DHL,Monsoon,10,3,0,0
Pune,Bangalore,1981,800,Delhivery,Summer,1,1,0,0
Ahmedabad,Lucknow,1201,800,BlueDart,Monsoon,9,6,1,5
Mumbai,Chennai,3930,800,FedEx,Autumn,2,8,1,2
Kolkata,Jaipur,4638,800,FedEx,Winter,1,3,0,0
Ahmedabad,Delhi,2072,800,FedEx,Monsoon,7,1,1,4
Chennai,Bangalore,3056,350,DTDC,Monsoon,9,3,0,0
Mumbai,Bangalore,4409,800,BlueDart,Autumn,6,5,0,0
Jaipur,Mumbai,3568,800,BlueDart,Autumn,8,8,1,4
Kolkata,Delhi,4521,1500,DHL,Autumn,7,9,0,0
Delhi,Jaipur,314,800,DTDC,Monsoon,9,9,0,0
Pune,Lucknow,4918,800,Delhivery,Summer,7,4,1,3
Delhi,Bangalore,2857,800,BlueDart,Autumn,6,8,1,3
Bangalore,Pune,2445,800,DTDC,Winter,1,5,0,0
Lucknow,Kolkata,2814,800,DTDC,Monsoon,9,3,1,5
Mumbai,Chennai,1994,800,BlueDart,Winter,10,5,1,4
Delhi,Lucknow,3946,800,DHL,Winter,5,2,0,0
Ahmedabad,Hyderabad,722,800,DTDC,Summer,2,6,0,0
Lucknow,Mumbai,2905,800,FedEx,Winter,8,1,0,0
Delhi,Hyderabad,1691,800,DTDC,Autumn,4,6,1,3
Hyderabad,Pune,1343,800,Delhivery,Autumn,3,5,0,0
Bangalore,Kolkata,3208,1900,BlueDart,Monsoon,1,9,1,4
Chennai,Jaipur,184,800,Delhivery,Summer,5,7,0,0
Pune,Kolkata,3215,800,DHL,Summer,3,6,0,0
Bangalore,Lucknow,1426,800,FedEx,Winter,4,7,1,3
Lucknow,Jaipur,1997,800,BlueDart,Summer,9,10,1,4
Hyderabad,Lucknow,4863,800,DTDC,Winter,7,5,0,0
Mumbai,Delhi,1782,800,FedEx,Winter,5,1,0,0
Ahmedabad,Delhi,4276,800,DTDC,Summer,8,9,1,4
Pune,Bangalore,1084,800,DHL,Monsoon,6,5,1,4
Pune,Chennai,4770,800,BlueDart,Winter,10,4,0,0
Bangalore,Lucknow,601,800,DHL,Autumn,2,6,0,0
Lucknow,Hyderabad,2988,800,DHL,Autumn,7,5,1,3
Mumbai,Delhi,3992,800,DHL,Summer,1,1,0,0
Jaipur,Lucknow,2420,800,DHL,Summer,3,2,1,2
Hyderabad,Ahmedabad,857,800,DTDC,Winter,1,4,1,2
Jaipur,Chennai,503,800,Delhivery,Winter,1,8,0,0
Ahmedabad,Chennai,555,800,DTDC,Autumn,5,5,1,3
Mumbai,Chennai,2296,800,FedEx,Winter,6,7,0,0
Mumbai,Pune,2707,800,DHL,Autumn,3,2,0,0
Hyderabad,Bangalore,3847,800,FedEx,Winter,3,8,0,0
Kolkata,Delhi,1550,1500,DTDC,Monsoon,3,5,0,0
Jaipur,Pune,893,800,DHL,Monsoon,1,4,1,3
Delhi,Kolkata,3966,1500,DTDC,Autumn,5,9,1,4
Pune,Jaipur,3104,800,DHL,Monsoon,1,6,0,0
Kolkata,Mumbai,2375,800,DTDC,Monsoon,10,4,0,0
Delhi,Hyderabad,3357,800,BlueDart,Summer,10,8,1,4
Lucknow,Jaipur,3081,800,Delhivery,Winter,3,3,1,2
Hyderabad,Mumbai,3685,800,Delhivery,Summer,6,10,0,0
Lucknow,Chennai,4725,800,DHL,Autumn,6,2,1,2
Pune,Hyderabad,962,800,BlueDart,Summer,3,7,1,2
Chennai,Jaipur,3310,800,FedEx,Autumn,9,4,0,0
Delhi,Chennai,3745,800,BlueDart,Monsoon,8,4,0,0
Kolkata,Hyderabad,3189,800,DHL,Summer,3,10,0,0
Delhi,Pune,2973,800,BlueDart,Monsoon,5,9,1,4
Delhi,Mumbai,4037,800,FedEx,Winter,5,2,0,0
Hyderabad,Pune,3257,800,DHL,Monsoon,5,1,0,0
Lucknow,Pune,4425,800,Delhivery,Winter,3,7,0,0
Jaipur,Pune,3367,800,BlueDart,Monsoon,5,8,1,4
Chennai,Lucknow,4981,800,Delhivery,Summer,5,3,0,0
Hyderabad,Ahmedabad,4858,800,Delhivery,Summer,4,2,1,2
Ahmedabad,Hyderabad,2714,800,DTDC,Monsoon,4,4,1,4
Hyderabad,Delhi,1047,800,FedEx,Autumn,2,2,0,0
Pune,Bangalore,80,800,BlueDart,Autumn,9,2,0,0
Chennai,Kolkata,2884,1660,Delhivery,Winter,7,5,0,0
Mumbai,Kolkata,115,800,Delhivery,Winter,1,10,0,0
Ahmedabad,Jaipur,779,800,FedEx,Monsoon,5,5,1,4
Bangalore,Mumbai,2019,800,Delhivery,Summer,2,8,0,0
Hyderabad,Chennai,2950,800,Delhivery,Winter,10,9,1,5
Delhi,Kolkata,2202,1500,Delhivery,Monsoon,6,2,1,4
Jaipur,Mumbai,3505,800,Delhivery,Winter,7,1,0,0
Mumbai,Chennai,4321,800,DTDC,Summer,2,3,1,2
Hyderabad,Kolkata,4365,800,DTDC,Winter,6,6,0,0
Hyderabad,Ahmedabad,943,800,DHL,Monsoon,3,5,1,3
Kolkata,Lucknow,584,800,BlueDart,Winter,9,8,1,4
Kolkata,Lucknow,3940,800,FedEx,Autumn,4,8,1,3
Mumbai,Lucknow,4390,800,DHL,Winter,3,2,0,0
Lucknow,Mumbai,4097,800,DTDC,Summer,3,9,1,3
Kolkata,Lucknow,2541,800,DTDC,Summer,2,4,0,0
Delhi,Jaipur,2429,800,DTDC,Summer,9,1,0,0
Ahmedabad,Delhi,79,800,DHL,Summer,8,2,1,3
Bangalore,Mumbai,4484,800,DTDC,Monsoon,5,6,0,0
Chennai,Mumbai,1312,800,DHL,Winter,9,5,0,0
Bangalore,Ahmedabad,3824,800,DTDC,Winter,2,7,0,0
Bangalore,Lucknow,2359,800,Delhivery,Winter,6,9,0,0
Chennai,Pune,264,800,Delhivery,Winter,7,6,1,4
Kolkata,Hyderabad,1717,800,BlueDart,Monsoon,6,6,1,4
Mumbai,Bangalore,4797,800,DTDC,Summer,3,2,0,0
Chennai,Mumbai,843,800,BlueDart,Winter,10,7,0,0
Pune,Delhi,2774,800,DHL,Winter,10,2,1,3
Lucknow,Mumbai,2481,800,BlueDart,Summer,10,7,1,4
Ahmedabad,Bangalore,3752,800,DTDC,Autumn,9,8,0,0
Jaipur,Hyderabad,2045,800,DHL,Autumn,8,1,0,0
Kolkata,Jaipur,1977,800,DHL,Summer,8,9,0,0
Lucknow,Bangalore,109,800,Delhivery,Winter,8,8,1,4
Chennai,Lucknow,1862,800,DHL,Summer,9,9,1,4
Pune,Kolkata,3193,800,DHL,Winter,1,5,0,0
Jaipur,Ahmedabad,2365,800,BlueDart,Winter,8,4,1,3
Ahmedabad,Jaipur,121,800,DHL,Autumn,2,1,0,0
Ahmedabad,Bangalore,3168,800,FedEx,Autumn,4,9,1,3
Kolkata,Delhi,192,1500,Delhivery,Winter,1,4,1,2
Chennai,Delhi,3862,800,Delhivery,Winter,6,4,1,3
Lucknow,Kolkata,174,800,DHL,Winter,10,4,0,0
Mumbai,Delhi,2147,800,BlueDart,Autumn,1,2,0,0
Lucknow,Delhi,2033,800,Delhivery,Winter,5,4,0,0
Lucknow,Jaipur,464,800,Delhivery,Summer,9,2,0,0
Ahmedabad,Pune,2295,800,FedEx,Monsoon,1,8,1,3
Mumbai,Ahmedabad,4832,800,DHL,Monsoon,9,7,1,5
Mumbai,Lucknow,551,800,Delhivery,Winter,4,10,0,0
Kolkata,Pune,2675,800,Delhivery,Summer,3,2,0,0
Jaipur,Kolkata,2459,800,Delhivery,Winter,8,2,1,3
Hyderabad,Lucknow,4947,800,Delhivery,Summer,6,2,1,3
Bangalore,Ahmedabad,3943,800,BlueDart,Autumn,7,1,0,0
Bangalore,Ahmedabad,2896,800,DTDC,Autumn,9,6,1,4
Ahmedabad,Chennai,4624,800,FedEx,Winter,5,6,0,0
Hyderabad,Mumbai,4302,800,BlueDart,Autumn,2,1,0,0
Jaipur,Kolkata,3914,800,FedEx,Winter,3,1,1,2
Hyderabad,Lucknow,1698,800,Delhivery,Monsoon,3,6,0,0
Kolkata,Jaipur,1647,800,FedEx,Summer,4,6,1,3
Lucknow,Pune,4738,800,DHL,Summer,10,4,1,4
Ahmedabad,Kolkata,4680,800,DHL,Monsoon,7,3,0,0
Mumbai,Lucknow,4092,800,DTDC,Monsoon,10,9,1,6
Ahmedabad,Bangalore,1900,800,DTDC,Monsoon,6,6,0,0
Bangalore,Chennai,3215,350,FedEx,Monsoon,3,1,1,2
Jaipur,Mumbai,487,800,BlueDart,Autumn,7,3,1,3
Hyderabad,Lucknow,2376,800,BlueDart,Summer,4,1,1,2
Jaipur,Hyderabad,2536,800,Delhivery,Summer,10,3,0,0
Kolkata,Delhi,376,1500,BlueDart,Monsoon,8,2,1,4
Ahmedabad,Jaipur,1846,800,DTDC,Winter,7,5,1,3
Chennai,Lucknow,1725,800,BlueDart,Winter,7,3,0,0
Ahmedabad,Lucknow,22,800,Delhivery,Winter,9,7,0,0
Mumbai,Bangalore,545,800,DHL,Winter,8,8,1,4
